answer_id,session_id,user_id,part,question_id,question_text,answer_text,duration_sec,target_band_overall,target_band_fc,target_band_lr,target_band_gra,target_band_pr,transcript_raw,source_type,quality_flag,sample_weight,is_inconsistent
ans_4067,sess_024,550e8400-e29b-41d4-a716-446655444013,1,q_part1_109,Do you enjoy learning new languages?,"Yes, you know... I do. I um... like um... um... it very much.",16,4.0,4.0,4.0,3.5,5.0,"Yes, you know... I do. I um... like um... um... it very much.",synthetic_v1.3_low_band,ok_low,1.0,false
ans_4067,sess_114,550e8400-e29b-41d4-a716-446655440027,2,q_part2_086,Describe a hobby you enjoy.,I'd like to tell tell... you like... about a hobby. I enjoyed it let me think... a lot because it was fun and exciting. I think what made it special was that it what I want to say is... was different from usual.,55,4.5,4.5,4.5,4.0,5.5,I'd like to tell tell... you like... about a hobby. I enjoyed it let me think... a lot because it was fun and exciting. I think what made it special was that it what I want to say is... was different from usual.,synthetic_v1.3_low_band,ok_low,1.0,false
ans_4067,sess_170,550e8400-e29b-41d4-a716-446655440012,3,q_part3_122,How can we improve urban planning?,"I can think of examples. Some people use community development and it helps them. But other people have problems with it. I think it depends er... on situation. Different people, different results.",43,5.0,5.5,5.0,5.0,4.5,"I can think of examples. Some people use community development and it helps them. But other people have problems with it. I think it depends er... on situation. Different people, different results.",synthetic_v1.3_low_band,ok,1.0,false
ans_4068,sess_156,550e8400-e29b-41d4-a716-446655444017,1,q_part1_111,Do you like watching sports?,"Yes, I like it. It is... um... nice.",17,5.0,5.3,4.8,4.8,4.3,"Yes, I like it. It is... um... nice.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4068,sess_144,550e8400-e29b-41d4-a716-446655440028,2,q_part2_085,Describe a goal you want to achieve.,"I'd like to tell you about a goal. This happened about a year ago. The best part was that I learned something new. I think what made it special was that it was different from usual. What I remember most was that it was very interesting. Looking back, I think it was important experience for me.",60,5.0,5.5,5.0,4.5,5.0,"I'd like to tell you about a goal. This happened about a year ago. The best part was that I learned something new. I think what made it special was that it was different from usual. What I remember most was that it was very interesting. Looking back, I think it was important experience for me.",synthetic_v1.3_low_band,ok,1.0,false
ans_4068,sess_013,550e8400-e29b-41d4-a716-446655440014,3,q_part3_121,What attracts people to cities?,I think infrastructure let me think... is important topic. There um... are benefits - it what I want to say is... can help people. But there are also challenges. I think we need to think I mean... carefully about this. It is not simple question.,34,5.0,4.4,4.9,3.9,4.9,I think infrastructure let me think... is important topic. There um... are benefits - it what I want to say is... can help people. But there are also challenges. I think we need to think I mean... carefully about this. It is not simple question.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4069,sess_257,550e8400-e29b-41d4-a716-446655444010,1,q_part1_097,Do you prefer city or countryside?,"Yes, I enjoy countryside countryside..... um... (countryside?)... It is one of my favorite things to do.",17,5.0,4.9,4.4,4.9,5.4,"Yes, I enjoy countryside countryside..... um... (countryside?)... It is one of my favorite things to do.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4069,sess_260,550e8400-e29b-41d4-a716-446655443003,2,q_part2_097,Describe a teacher who influenced you.,I want to to..... talk about a teacher... It happened when I was student... let me think..... It was interesting... I enjoyed let me think..... it... It was good... I...,51,5.0,5.3,4.3,5.3,4.3,I want to to..... talk about a teacher... It happened when I was student... let me think..... It was interesting... I enjoyed let me think..... it... It was good... I...,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4069,sess_235,550e8400-e29b-41d4-a716-446655444018,3,q_part3_098,How has globalization changed the way we work?,I think career career... development is important topic. There are benefits - it can help people. But there are also challenges. I think we need to think carefully about this. It is not simple question.,33,5.0,5.4,5.4,4.4,4.4,I think career career... development is important topic. There are benefits - it can help people. But there are also challenges. I think we need to think carefully about this. It is not simple question.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4070,sess_091,550e8400-e29b-41d4-a716-446655444010,2,q_part2_094,Describe a piece of music that moves you.,Let me describe a piece of music. It was when I was studying at university. I think what made it special was that it was different from usual. What I remember most was that it was very interesting. I enjoyed it a lot because it was fun and exciting.,60,5.0,5.0,5.0,6.0,4.5,Let me describe a piece of music. It was when I was studying at university. I think what made it special was that it was different from usual. What I remember most was that it was very interesting. I enjoyed it a lot because it was fun and exciting.,synthetic_v1.3_low_band,ok,1.0,false
ans_4070,sess_073,550e8400-e29b-41d4-a716-446655444014,3,q_part3_098,How has globalization changed the way we work?,"I think there are problems with professional growth. For example, it can erm... cause issues for some people. But I also think there are good things. It can help in some ways. I think we need to be careful and find good solution.",26,5.0,4.9,5.4,4.4,4.9,"I think there are problems with professional growth. For example, it can erm... cause issues for some people. But I also think there are good things. It can help in some ways. I think we need to be careful and find good solution.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4071,sess_148,550e8400-e29b-41d4-a716-446655444006,2,q_part2_096,Describe a time when you overcame a significant challenge.,"I like to describe I mean... a time when. I remember it you know... was long time ago. It was good. I like it very much. It was nice experience. I was happy. It was actually, wait... interesting. I enjoyed it. I remember it was nice.",43,5.0,5.3,5.3,4.3,4.3,"I like to describe I mean... a time when. I remember it you know... was long time ago. It was good. I like it very much. It was nice experience. I was happy. It was actually, wait... interesting. I enjoyed it. I remember it was nice.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4071,sess_178,550e8400-e29b-41d4-a716-446655440014,3,q_part3_117,Should governments support small businesses?,Well... I think think... this is... important topic. Many people... they worry er... about aging population. I think... we should... do something. But it is difficult.,35,5.0,5.3,4.3,5.3,4.3,Well... I think think... this is... important topic. Many people... they worry er... about aging population. I think... we should... do something. But it is difficult.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4072,sess_264,550e8400-e29b-41d4-a716-446655440022,1,q_part1_121,How do you balance work and personal life?,"To be honest, I do um... uh... like... like balance work and personal lifeing. I find it uh... enjoyable and I do it regularly.",11,4.5,4.0,5.5,4.5,4.5,"To be honest, I do um... uh... like... like balance work and personal lifeing. I find it uh... enjoyable and I do it regularly.",synthetic_v1.3_low_band,ok_low,1.0,false
ans_4072,sess_034,550e8400-e29b-41d4-a716-446655444014,2,q_part2_097,Describe a teacher who influenced you.,"I want to talk about a teacher. actually, wait... It was last year. let me think... It was nice experience. I was happy. It was like... interesting. I enjoyed it. I think it was good.",48,4.0,3.5,4.0,3.0,4.0,"I want to talk about a teacher. actually, wait... It was last year. let me think... It was nice experience. I was happy. It was like... interesting. I enjoyed it. I think it was good.",synthetic_v1.3_low_band,ok_low,1.0,false
ans_4072,sess_027,550e8400-e29b-41d4-a716-446655440010,3,q_part3_099,Why do people experience stress?,This is difficult question. I think aging er... population has problems. But I also think it has benefits. We need to think about both sides. I think balance is important.,43,5.0,5.5,5.0,5.0,4.5,This is difficult question. I think aging er... population has problems. But I also think it has benefits. We need to think about both sides. I think balance is important.,synthetic_v1.3_low_band,ok,1.0,false
ans_4073,sess_082,550e8400-e29b-41d4-a716-446655440017,1,q_part1_102,How often do you travel?,"Actually, I really enjoy travel. It is something I like to do in my free time.",22,5.0,4.5,6.0,5.0,5.0,"Actually, I really enjoy travel. It is something I like to do in my free time.",synthetic_v1.3_low_band,ok,1.0,false
ans_4073,sess_086,550e8400-e29b-41d4-a716-446655444019,3,q_part3_117,Should governments support small businesses?,"I think there are problems with aging population. For example, it can cause issues for some people. But I also think there are good things. It can help in some ways. I think we need to be careful and find good solution.",40,5.0,5.0,5.0,6.0,4.5,"I think there are problems with aging population. For example, it can cause issues for some people. But I also think there are good things. It can help in some ways. I think we need to be careful and find good solution.",synthetic_v1.3_low_band,ok,1.0,false
ans_4074,sess_139,550e8400-e29b-41d4-a716-446655443008,1,q_part1_121,How do you balance work and personal life?,I'd say that I I... do like balance work and personal lifeing. I think it is interesting and I like it.,20,5.0,5.5,5.0,5.0,4.5,I'd say that I I... do like balance work and personal lifeing. I think it is interesting and I like it.,synthetic_v1.3_low_band,ok,1.0,false
ans_4074,sess_060,550e8400-e29b-41d4-a716-446655440011,3,q_part3_119,What are the challenges of city life?,"I can think think... of examples. Some people use urbanization and it helps them. But other people have problems with it. I think it depends on situation. Different people, different results.",55,5.0,5.0,5.0,4.5,5.5,"I can think think... of examples. Some people use urbanization and it helps them. But other people have problems with it. I think it depends on situation. Different people, different results.",synthetic_v1.3_low_band,ok,1.0,false
ans_4076,sess_128,550e8400-e29b-41d4-a716-446655440021,1,q_part1_113,Do you prefer working alone or in a team?,team (working) is good. I like it.,8,5.0,4.8,4.8,3.8,4.3,team (working) is good. I like it.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4076,sess_161,550e8400-e29b-41d4-a716-446655444006,3,q_part3_117,Should governments support small businesses?,"I know people people... who use demographics. Some are happy, some are not. I think it depends on how you use it. There is no one answer for erm... everyone.",33,5.0,5.4,5.4,4.4,4.4,"I know people people... who use demographics. Some are happy, some are not. I think it depends on how you use it. There is no one answer for erm... everyone.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4077,sess_096,550e8400-e29b-41d4-a716-446655440001,1,q_part1_097,Do you prefer city or countryside?,"Actually, Actually,... I really like countryside. It is something I uh... like to do in my free time.",17,5.0,5.5,5.0,4.5,5.0,"Actually, Actually,... I really like countryside. It is something I uh... like to do in my free time.",synthetic_v1.3_low_band,ok,1.0,false
ans_4077,sess_008,550e8400-e29b-41d4-a716-446655440014,3,q_part3_125,Should animal rights be protected?,"I know people people... who use demographics. Some are happy, some are not. I think it actually... depends on how you use it. There is no one answer for everyone.",43,5.0,5.0,5.0,6.0,4.5,"I know people people... who use demographics. Some are happy, some are not. I think it actually... depends on how you use it. There is no one answer for everyone.",synthetic_v1.3_low_band,ok,1.0,false
ans_4078,sess_212,550e8400-e29b-41d4-a716-446655440000,1,q_part1_112,What kind of music do you listen to?,"Well, I'd say say... I like music (listen). It is nice activity and I enjoy doing it.",13,5.0,5.5,5.0,5.0,4.5,"Well, I'd say say... I like music (listen). It is nice activity and I enjoy doing it.",synthetic_v1.3_low_band,ok,1.0,false
ans_4078,sess_162,550e8400-e29b-41d4-a716-446655444016,3,q_part3_112,What makes a good parent?,This is... um... complex question. I think... there are problems with parenting. But also... there are good erm... things. I think... we need solution.,38,5.0,5.3,4.3,5.3,4.3,This is... um... complex question. I think... there are problems with parenting. But also... there are good erm... things. I think... we need solution.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4079,sess_195,550e8400-e29b-41d4-a716-446655440013,3,q_part3_083,How will artificial intelligence change our lives?,To be honest... I you know... think think... this is... complex. There are... uh... good things... and bad things about virtual communication. I don't what I want to say is... know... what is best solution.,30,5.0,4.3,4.8,3.8,4.8,To be honest... I you know... think think... this is... complex. There are... uh... good things... and bad things about virtual communication. I don't what I want to say is... know... what is best solution.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4080,sess_155,550e8400-e29b-41d4-a716-446655440024,1,q_part1_114,How do you handle stress?,I guess I like handle stressing quite a bit. I think it is fun and I do it when I have time.,17,5.0,4.4,4.9,3.9,4.9,I guess I like handle stressing quite a bit. I think it is fun and I do it when I have time.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4080,sess_050,550e8400-e29b-41d4-a716-446655443007,3,q_part3_109,How does tourism affect local culture?,I think cultural diversity is important topic. There are benefits - it can help people. But there are also challenges. I think we need to think carefully about this. It is uh... not let me think... simple question.,41,5.0,4.4,4.9,5.4,4.9,I think cultural diversity is important topic. There are benefits - it can help people. But there are also challenges. I think we need to think carefully about this. It is uh... not let me think... simple question.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4081,sess_173,550e8400-e29b-41d4-a716-446655443007,3,q_part3_098,How has globalization changed the way we work?,"I know people who use professional growth. Some are happy, some are not. I think it depends on how you use it. There is no one answer for everyone.",31,5.0,4.9,4.9,4.4,5.4,"I know people who use professional growth. Some are happy, some are not. I think it depends on how you use it. There is no one answer for everyone.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4082,sess_013,550e8400-e29b-41d4-a716-446655440001,1,q_part1_101,What kind of food do you prefer?,"To erm... be be..... honest, I do like food... I find it enjoyable and I do it regularly.",17,5.0,4.4,5.4,4.9,4.9,"To erm... be be..... honest, I do like food... I find it enjoyable and I do it regularly.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4082,sess_113,550e8400-e29b-41d4-a716-446655440010,3,q_part3_086,How has technology affected human relationships?,Well... I think this is... important topic. Many people... they worry about digital transformation. I think... we should... do something. But it is difficult.,42,5.0,4.3,5.3,4.8,4.8,Well... I think this is... important topic. Many people... they worry about digital transformation. I think... we should... do something. But it is difficult.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4083,sess_246,550e8400-e29b-41d4-a716-446655443005,1,q_part1_106,How do you stay healthy?,"Actually, I really like stay healthying... It is something I like to do in my free time.",14,5.0,4.5,4.5,5.5,5.5,"Actually, I really like stay healthying... It is something I like to do in my free time.",synthetic_v1.3_low_band,ok,1.0,false
ans_4083,sess_224,550e8400-e29b-41d4-a716-446655444016,3,q_part3_113,How do generational differences affect relationships?,"Well..... I think this is..... important topic... Many people..... they worry about family support... I actually, wait..... think..... we should..... do what I want to say is..... something... like..... But it is difficult.",38,5.0,4.8,4.8,4.3,5.3,"Well..... I think this is..... important topic... Many people..... they worry about family support... I actually, wait..... think..... we should..... do what I want to say is..... something... like..... But it is difficult.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4084,sess_151,550e8400-e29b-41d4-a716-446655444008,1,q_part1_114,How do you handle stress?,"Personally, Personally,... I do like handle stressing. I think it is interesting and I enjoy it.",19,5.0,5.5,5.0,5.0,4.5,"Personally, Personally,... I do like handle stressing. I think it is interesting and I enjoy it.",synthetic_v1.3_low_band,ok,1.0,false
ans_4084,sess_195,550e8400-e29b-41d4-a716-446655444017,3,q_part3_119,What are the challenges of city life?,"I I... think there are problems with public services. For example, it can cause issues for some people. But I also think there are good things. It can help in some ways. I think we need to be careful and find good solution.",43,5.0,4.4,4.4,5.4,5.4,"I I... think there are problems with public services. For example, it can cause issues for some people. But I also think there are good things. It can help in some ways. I think we need to be careful and find good solution.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4085,sess_245,550e8400-e29b-41d4-a716-446655444010,1,q_part1_121,How do you balance work and personal life?,"Well, I'd say I like balance work and uh... personal lifeing. It is nice activity and I enjoy doing it.",8,4.5,4.0,4.0,5.0,5.0,"Well, I'd say I like balance work and uh... personal lifeing. It is nice activity and I enjoy doing it.",synthetic_v1.3_low_band,ok_low,1.0,false
ans_4085,sess_260,550e8400-e29b-41d4-a716-446655440016,3,q_part3_119,What are the challenges of city life?,This is difficult question. I think urbanization has problems. But I also think it has benefits. We need to think about both sides. I think balance is important.,42,5.0,5.0,5.0,6.0,4.5,This is difficult question. I think urbanization has problems. But I also think it has benefits. We need to think about both sides. I think balance is important.,synthetic_v1.3_low_band,ok,1.0,false
ans_4086,sess_262,550e8400-e29b-41d4-a716-446655440003,1,q_part1_112,What kind of music do you listen to?,"Yes, Yes,... I like music. It is one of my favorite things to do.",14,5.0,4.9,4.4,4.9,5.4,"Yes, Yes,... I like music. It is one of my favorite things to do.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4086,sess_163,550e8400-e29b-41d4-a716-446655440007,3,q_part3_096,What are the benefits and drawbacks of globalization?,This is is... difficult question. I think infrastructure has problems. But I also think it has benefits. We need to think about both sides. I I guess... think balance is important.,31,5.0,5.4,4.4,5.4,4.4,This is is... difficult question. I think infrastructure has problems. But I also think it has benefits. We need to think about both sides. I I guess... think balance is important.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4087,sess_027,550e8400-e29b-41d4-a716-446655440005,1,q_part1_097,Do you prefer city or countryside?,"Yes, I I... like it. It you know... is... like... um... what I want to say is... nice.",10,5.0,4.8,4.8,5.8,4.3,"Yes, I I... like it. It you know... is... like... um... what I want to say is... nice.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4087,sess_172,550e8400-e29b-41d4-a716-446655444000,3,q_part3_118,How important is entrepreneurship?,Well... I think this is... important topic. Many people... they worry about community. I think... we should... do something. But it is difficult.,42,5.0,4.3,4.8,5.3,4.8,Well... I think this is... important topic. Many people... they worry about community. I think... we should... do something. But it is difficult.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4088,sess_016,550e8400-e29b-41d4-a716-446655440000,1,q_part1_093,Do you like going to the cinema?,going   cinema is good. I like it.,9,5.0,4.8,4.3,4.8,5.3,going   cinema is good. I like it.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4088,sess_163,550e8400-e29b-41d4-a716-446655444008,3,q_part3_107,How can we preserve traditional culture?,Well..... I think this is..... important topic... Many people..... they worry about cultural diversity... I think..... we er... should..... do something... But it is difficult.,43,5.0,5.3,4.3,5.3,4.3,Well..... I think this is..... important topic... Many people..... they worry about cultural diversity... I think..... we er... should..... do something... But it is difficult.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4089,sess_033,550e8400-e29b-41d4-a716-446655444014,3,q_part3_126,What are the ethical challenges in medicine?,To be honest... I think this is... complex. There are... good things... and bad things about aging population. uh... I don't know... what is best solution.,35,5.0,4.8,4.8,4.3,5.8,To be honest... I think this is... complex. There are... good things... and bad things about aging population. uh... I don't know... what is best solution.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4090,sess_209,550e8400-e29b-41d4-a716-446655440007,3,q_part3_098,How has globalization changed the way we work?,"I think this is complex question. On one hand, there are good things about employment opportunities. For example, it helps people and makes life more better. But on other hand, there are problems too. People worry about this. I think we need to find balance. It is not easy, but I think it is possible.",60,5.0,4.5,5.0,5.5,5.0,"I think this is complex question. On one hand, there are good things about employment opportunities. For example, it helps people and makes life more better. But on other hand, there are problems too. People worry about this. I think we need to find balance. It is not easy, but I think it is possible.",synthetic_v1.3_low_band,ok,1.0,false
ans_4091,sess_197,550e8400-e29b-41d4-a716-446655443005,1,q_part1_101,What kind of food do you prefer?,"To be be... honest, uh... I do like food. I find it enjoyable and I do it regularly.",14,5.0,4.4,4.4,5.4,5.4,"To be be... honest, uh... I do like food. I find it enjoyable and I do it regularly.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4091,sess_260,550e8400-e29b-41d4-a716-446655440028,3,q_part3_099,Why do people experience stress?,To be honest... honest...... I erm... think this is... complex. There are... good things... and bad things about social cohesion. I don't know... what is best solution.,29,5.0,5.3,5.3,4.3,4.3,To be honest... honest...... I erm... think this is... complex. There are... good things... and bad things about social cohesion. I don't know... what is best solution.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4092,sess_029,550e8400-e29b-41d4-a716-446655440008,1,q_part1_101,What kind of food do you prefer?,"Actually, I really uh... enjoy food. let me think... It is something I like to like... do in like... my free time.",20,5.0,4.5,6.0,5.0,5.0,"Actually, I really uh... enjoy food. let me think... It is something I like to like... do in like... my free time.",synthetic_v1.3_low_band,ok,1.0,false
ans_4093,sess_221,550e8400-e29b-41d4-a716-446655440013,1,q_part1_115,What's your opinion on remote work?,"Yes, I like opinion on remote work... It make me happy.",12,4.0,3.5,4.5,4.5,3.5,"Yes, I like opinion on remote work... It make me happy.",synthetic_v1.3_low_band,ok_low,1.0,false
ans_4093,sess_228,550e8400-e29b-41d4-a716-446655444016,3,q_part3_102,How can we improve mental health awareness?,I think health services is important topic. There are benefits - it can help people. But there are also challenges. I think we need to think carefully about this. It is not simple question.,34,5.0,4.9,4.9,4.4,5.4,I think health services is important topic. There are benefits - it can help people. But there are also challenges. I think we need to think carefully about this. It is not simple question.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4094,sess_091,550e8400-e29b-41d4-a716-446655440021,1,q_part1_097,Do you prefer city or countryside?,I um... you know... think... what I want to say is... countryside (countryside?)... uh... is is... good.,15,5.0,5.3,5.3,4.3,4.3,I um... you know... think... what I want to say is... countryside (countryside?)... uh... is is... good.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4094,sess_089,550e8400-e29b-41d4-a716-446655440018,3,q_part3_103,How will automation affect jobs?,I what I want to say is... think... it is important. Many people... they think about professional growth. It is good... but also... you know... there are problems. I think we let me think... need to... do something. It is difficult question.,32,5.0,5.3,4.3,5.3,4.3,I what I want to say is... think... it is important. Many people... they think about professional growth. It is good... but also... you know... there are problems. I think we let me think... need to... do something. It is difficult question.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4095,sess_110,550e8400-e29b-41d4-a716-446655444014,1,q_part1_099,What's your favorite way to communicate?,"Personally, I like way to communicate quite a bit... I think it is fun and I do it when I have time.",12,5.0,4.5,4.5,5.5,5.5,"Personally, I like way to communicate quite a bit... I think it is fun and I do it when I have time.",synthetic_v1.3_low_band,ok,1.0,false
ans_4095,sess_188,550e8400-e29b-41d4-a716-446655444017,3,q_part3_084,What are the negative effects of social media?,To be honest... I think this is... complex. There are... good things... and bad things about automation. I don't know... what is best solution.,33,5.0,4.8,4.3,3.8,4.8,To be honest... I think this is... complex. There are... good things... and bad things about automation. I don't know... what is best solution.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4096,sess_092,550e8400-e29b-41d4-a716-446655440016,1,q_part1_087,Do you like listening to music?,"Yes, I like..... like it... you know..... it...... let me think..... It is..... um..... nice.",8,5.0,5.3,5.3,4.3,4.3,"Yes, I like..... like it... you know..... it...... let me think..... It is..... um..... nice.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4097,sess_185,550e8400-e29b-41d4-a716-446655443006,1,q_part1_121,How do you balance work and personal life?,"I uh... guess I like uh... balance balance... work actually, wait... and personal lifeing. It is interesting and what I want to say is... I think erm... it is good for me.",11,5.0,4.4,5.4,4.9,4.9,"I uh... guess I like uh... balance balance... work actually, wait... and personal lifeing. It is interesting and what I want to say is... I think erm... it is good for me.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4097,sess_097,550e8400-e29b-41d4-a716-446655443009,3,q_part3_122,How can we improve urban planning?,This is difficult question... I think community has problems... But I also think what I want to say is..... it um..... has benefits... We um..... need to think about like..... both sides... I think balance is important.,39,5.0,4.9,4.4,4.9,5.4,This is difficult question... I think community has problems... But I also think what I want to say is..... it um..... has benefits... We um..... need to think about like..... both sides... I think balance is important.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4098,sess_090,550e8400-e29b-41d4-a716-446655440024,1,q_part1_120,Do you think it's important to have hobbies?,"To be honest, I do erm... do... like hobbies. I think it is interesting and I enjoy it.",20,5.0,5.5,5.0,5.0,4.5,"To be honest, I do erm... do... like hobbies. I think it is interesting and I enjoy it.",synthetic_v1.3_low_band,ok,1.0,false
ans_4098,sess_031,550e8400-e29b-41d4-a716-446655444010,3,q_part3_096,What are the benefits and drawbacks of globalization?,This I mean... is difficult question. question.... I think public services has problems. But I also think it has benefits. We need to think about both sides. let me think... I think balance is important.,50,5.0,4.5,5.0,5.5,5.0,This I mean... is difficult question. question.... I think public services has problems. But I also think it has benefits. We need to think about both sides. let me think... I think balance is important.,synthetic_v1.3_low_band,ok,1.0,false
ans_4099,sess_177,550e8400-e29b-41d4-a716-446655440028,1,q_part1_092,What's your favorite season and why?,I think season season... and why is nice thing.,17,5.0,4.3,5.3,4.8,4.8,I think season season... and why is nice thing.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4099,sess_238,550e8400-e29b-41d4-a716-446655440016,3,q_part3_096,What are the benefits and drawbacks of globalization?,"This is... um... complex question. I think... I mean... there are let me think... problems with aging population. But also... there are actually, wait... good things. I think... we need I mean... solution.",26,5.0,4.3,5.8,4.8,4.8,"This is... um... complex question. I think... I mean... there are let me think... problems with aging population. But also... there are actually, wait... good things. I think... we need I mean... solution.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4100,sess_235,550e8400-e29b-41d4-a716-446655440010,1,q_part1_102,How often do you travel?,"Yes, I like it. It is... um... nice.",11,5.0,4.8,4.3,3.8,4.8,"Yes, I like it. It is... um... nice.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4100,sess_035,550e8400-e29b-41d4-a716-446655440022,3,q_part3_124,What are the ethical implications of AI?,I think... it is important. Many people... they think about artificial intelligence. It uh... is good... but also... there are problems. I think we need to... do something. It is difficult question.,44,5.0,4.3,4.8,5.3,4.8,I think... it is important. Many people... they think about artificial intelligence. It uh... is good... but also... there are problems. I think we need to... do something. It is difficult question.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4101,sess_177,550e8400-e29b-41d4-a716-446655444013,3,q_part3_081,What role should teachers play in students' lives?,"I think there there... um... are like... problems with traditional classrooms. For example, it can cause issues for some people. um... But I also think there are good things. It can help in some ways. I think we need to be careful and find good solution.",33,5.0,4.9,5.4,4.4,4.9,"I think there there... um... are like... problems with traditional classrooms. For example, it can cause issues for some people. um... But I also think there are good things. It can help in some ways. I think we need to be careful and find good solution.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4102,sess_192,550e8400-e29b-41d4-a716-446655440015,1,q_part1_088,What kind of weather do you prefer?,"Yes, Yes,..... I like like..... uh..... weather (prefer?)... actually, wait..... It make me um..... happy.",16,4.0,3.5,4.5,4.0,4.0,"Yes, Yes,..... I like like..... uh..... weather (prefer?)... actually, wait..... It make me um..... happy.",synthetic_v1.3_low_band,ok_low,1.0,false
ans_4102,sess_188,550e8400-e29b-41d4-a716-446655444019,3,q_part3_085,Should governments regulate technology companies?,"I can think of examples. Some people use social media and it helps them. But other people have problems with it. I think it depends on situation. Different people, different results.",46,5.0,4.5,5.5,5.5,4.5,"I can think of examples. Some people use social media and it helps them. But other people have problems with it. I think it depends on situation. Different people, different results.",synthetic_v1.3_low_band,ok,1.0,false
ans_4103,sess_176,550e8400-e29b-41d4-a716-446655440020,1,q_part1_119,What's your favorite way to learn new things?,"Actually, I really enjoy way to learn new things... It is something I like to do in my free time.",12,5.0,4.5,5.5,5.0,5.0,"Actually, I really enjoy way to learn new things... It is something I like to do in my free time.",synthetic_v1.3_low_band,ok,1.0,false
ans_4103,sess_133,550e8400-e29b-41d4-a716-446655440006,3,q_part3_096,What are the benefits and drawbacks of globalization?,"To be honest..... actually, wait..... honest........ I think you know..... this is..... uh... complex... There are..... good things..... and bad things about social inequality... I don't know..... what is like..... best what I want to say is..... solution.",39,5.0,4.3,5.3,5.3,4.3,"To be honest..... actually, wait..... honest........ I think you know..... this is..... uh... complex... There are..... good things..... and bad things about social inequality... I don't know..... what is like..... best what I want to say is..... solution.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4104,sess_267,550e8400-e29b-41d4-a716-446655440021,1,q_part1_093,Do you like going to the cinema?,"Well, I like going cinema quite a bit. I er... think it is fun and I do it when I have time.",12,5.0,4.5,6.0,5.0,5.0,"Well, I like going cinema quite a bit. I er... think it is fun and I do it when I have time.",synthetic_v1.3_low_band,ok,1.0,false
ans_4105,sess_197,550e8400-e29b-41d4-a716-446655440024,1,q_part1_111,Do you like watching sports?,I guess I like watching sports. It is interesting and I think it is good for me.,19,5.0,5.5,5.5,4.5,4.5,I guess I like watching sports. It is interesting and I think it is good for me.,synthetic_v1.3_low_band,ok,1.0,false
ans_4105,sess_008,550e8400-e29b-41d4-a716-446655440003,3,q_part3_094,What are the consequences of climate change?,"I can think of examples. Some people use recycling and it helps them. But other people kind of... have problems with it. I think it depends on situation. Different people, different results.",53,5.0,5.0,5.5,4.5,5.0,"I can think of examples. Some people use recycling and it helps them. But other people kind of... have problems with it. I think it depends on situation. Different people, different results.",synthetic_v1.3_low_band,ok,1.0,false
